I found this place by accident and I could not be happier.	1
seems like a good quick place to grab a bite of some familiar pub food, but do yourself a favor and look elsewhere.	0
Put out Ranch Dressing or BBQ Sauce in your condiment line-up and I'm even happier.	
Overall, I like this place a lot.	1
She was drawn to the tri-tip because the menu said lemon and garlic neither of which was evident in any way.	
or something..../) He continued to monitor our table the rest of the evening with a distinct 'Have the complainers left yet?'	
The only redeeming quality of the restaurant was that it was very inexpensive.	1
Went to Cafe Moda to meet up a whole bunch of guy friends at about 2am on a Friday night.	
Ample portions and good prices.	1
Poor service, the waiter made me feel like I was stupid every time he came to the table.	0
she may have even rolled her eyes behind her glasses.	
My first visit to Hiro was a delight!	1
Service sucks.	0
Please read my first review for details.	
The shrimp tender and moist.	1
Like so many other things in Phoenix/Scottsdale, this place looks great on the outside but lacks substance.	
There is not a deal good enough that would drag me into that establishment again.	0
I'd pay money to see one of the Scottsdale nightclub service brats try and keep up with her for a night!	
If you look directly in the hall way you should see a TV and a pin ball machine.	
Hard to judge whether these sides were good because we were grossed out by the melted styrofoam and didn't want to eat it for fear of getting sick.	0
On a positive note, our server was very attentive and provided great service.	1
These are a must try.	
This is pretty much standard SYSCO food supply.	
Frozen pucks of disgust, with some of the worst people behind the register.	0
Spring rolls are delicious but small.	
Maybe I'm just fortunate, or maybe it's just that good!	
On the downside the sushi that came off of this menu was unappetizing and the chicken katsu was the best thing I had that day.	
My lady asked for a green tea smoothie since they forgot our beverages.	
The only thing I did like was the prime rib and dessert section.	1
2 - My dad goes here a LOT, like, the owner knows him by name.	
It's too bad the food is so damn generic.	0
I came back after a couple of years to get my usual corned beef hash w/ scrambled eggs and hot chocolate.	
The burger is good beef, cooked just right.	1
If you want a sandwich just go to any Firehouse!!!!!	1
He came back and said that the Manager said there wasn't anything she could do since it was a special order anyway.	
OR are you a really good place?	
Sat down and saw people getting seated that came in after I did.	
My side Greek salad with the Greek dressing was so tasty, and the pita and hummus was very refreshing.	1
We ordered the duck rare and it was pink and tender on the inside with a nice char on the outside.	1
After spending over 8 years as a server and front of house manager in restaurants I know what to expect and how to treat customers.	
He came running after us when he realized my husband had left his sunglasses on the table.	1
Alright fine.	
There sauces compliment the food, where most places use sauce to cover up the food.	
So, how did everything turn out?	
Thanks Cooper!	
My brain has exploded with new possibilities.	
Their chow mein is so good!	1
They have horrible attitudes towards customers, and talk down to each one when customers don't enjoy their food.	0
The bartender said "They are $4 actually..." The guy left pissed.	
It kinda turned my stomach to where I couldn't really eat the other items.	
The portion was huge!	1
I'd looked the bar up and their website made it look quite nice inside.	
This is a typical waiting for food activity, is it not?	
Then came the piece de resistance that I was waiting for the most: a 12-oz.	
I will be ordering this again, but with a red meat as I think that holds rendang flavors well.	
Wasn't really happy with that, but I'm sure they have their reasons.	
This is near my work and I drove by it all the time thinking "I should go in there."	
great food--not the same old, same old stuff.	
The bass comes with head and bones - accidentally swallowed a small bone, and I'm used to eating fish that way.	
Loved it...friendly servers, great food, wonderful and imaginative menu.	1
If the local schools are out of session, then plan on eating a little later if you don't have time for more than an hour lunch.	
The Heart Attack Grill in downtown Vegas is an absolutely flat-lined excuse for a restaurant.	0
Not much seafood and like 5 strings of pasta at the bottom.	0
The salad had just the right amount of sauce to not over power the scallop, which was perfectly cooked.	1
I really want to like this Native New Yorker as it is close to my house.	
During my last trip to Las Vegas I stayed at Caesars Place and was excited to have a 24 hour restaurant downstairs.	
She eventually had to abandon her drink when it became too sweet to finish-- all the honey she couldn't taste apparently had settled on the bottom.	
The ripped banana was not only ripped, but petrified and tasteless.	0
The first being the stuffed apple delight.	
At least think to refill my water before I struggle to wave you over for 10 minutes.	0
And of course the "Market Cheese Board" had a "MKT" price of TWELVE DOLLARS.	
They make sure to make them as close to the original in Brooklyn as possible.	
Once you get your bite into ANY of their food, you'll realize that the wait was worth it.	
This place receives stars for their APPETIZERS!!!	1
The cocktails are all handmade and delicious.	1
It may have been the workers that were here this particular day.	
We'd definitely go back here again.	1
You practically had to take the stairs to get to the soup.	
Dumbfounded.	
Cold brew coffee, whole bean sales and home brewing equipment.	
PS: The gals get a rose upon entry which you can give to one of the many hobos or unsupervised little kids outside on the FSE.	
We are so glad we found this place.	1
Great food and service, huge portions and they give a military discount.	1
Always a great time at Dos Gringos!	1
Update.....went back for a second time and it was still just as amazing	1
We got the food and apparently they have never heard of salt and the batter on the fish was chewy.	0
I think I spend more time waiting at oreganos than I do dining.	
A great way to finish a great.	1
Last visit had a mix up on my order.	
Anyway, unlike my experience at Holsteins (which I do like better even though I give them both the same star rating) I did have a boozy milkshake.	
The deal included 5 tastings and 2 drinks, and Jeff went above and beyond what we expected.	1
My only complaint is could have used more meat to noodle ratio.	
hot room, but at least i had a nice view of the pool.	
3 pieces, equivalent serving to maybe 1 maki roll.	
As a side note, The coffee machine was broken and they take cash only.	
- Really, really good rice, all the time.	1
To top it all off, I ordered Chicken parm and you would normally get 2 nice size pieces with a crunchy breading.	
The service was meh.	0
It took over 30 min to get their milkshake, which was nothing more than chocolate milk.	0
I guess I should have known that this place would suck, because it is inside of the Excalibur, but I didn't use my common sense.	0
It can easily be pushed aside.	
The scallop dish is quite appalling for value as well.	0
2 times - Very Bad Customer Service !	0
It was outstanding and well balanced, with a side of sauteed mushrooms on the plate that she subbed for the mashed potatoes.	
My friend said "Maybe they come and switch out the lamps after you sit down just like on the commercial?"	
The service was bad but I am glad they had New Castle on tap.	
The sweet potato fries were very good and seasoned well.	1
I'm not a huge fan of greasy fried food so can't speak for their fish and chips.	
Today is the second time I've been to their lunch buffet and it was pretty good.	1
There is so much good food in Vegas that I feel cheated for wasting an eating opportunity by going to Rice and Company.	0
Brand New location on the perimeter of the Paradise Valley Mall, I saw the notice on Facebook today and had to order a pizza today.	
Coming here is like experiencing an underwhelming relationship where both parties can't wait for the other person to ask to break up.	0
walked in and the place smelled like an old grease trap and only 2 others there eating.	0
The cream sauce was so bland that I had to dress it up with condiments on the table.	
The turkey and roast beef were bland.	0
First of all, seeing an almost empty place on Saturday night did not reassure me at all!!	
This place has it!	1
The wings are okay.	
My husband doesn't like cilantro so our waitress out the pico de gallo on the side for me.	
The pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old.	0
I am excited to see this place make it big, very different concept.	
Line was long as usual.	
(It was 8pm on a Saturday.)	
If I didn't drop a minimum of $20 on every visit they'd definitely get 5 stars.	
The food was good, we probably would have returned if it was not for the horrible customer service.	
It was completely empty inside but what do you expect for late Sunday lunch time?	
On the left side of the restaurant were about 4 bar tables with stools.	
I love the Pho and the spring rolls oh so yummy you have to try.	1
Only reason why I've been here are those drunken late nights and nothing is open.	
The fries were quite tasty though :) For $9 a sandwich, give me fresh bread!	
Still the restaurant of choice when my and the girlfriend comes.	
The poor batter to meat ratio made the chicken tenders very unsatisfying.	0
That cracked me up.	
All I have to say is the food was amazing!!!	1
Omelets are to die for!	1
I think management really needs to work on their employees customer service skills.	
I could swear my plate was mooing back at me.	
We also tried the figs stuffed with chorizo.	
We were presented with the check at 7:25 p.m.	
The entire restaraunt is open air, so there was a nice breeze keeping things light in there.	
It's not on the menu but they have no problem making them.	
kind of like and old persons house.	
My summers comprise of late nights driving to various places in the city.	
I suppose it's my fault for thinking I should try something different from Glass Nickel for a change.	
Everything was fresh and delicious!	1
In summary, this was a largely disappointing dining experience.	0
They give you as little as possible.	
I am such a sucker for Italian!!	
Excited for Jane's Addiction and Fishbone next weekend!	
The sauce was not in a quantity to make the dish messy and hide the texture of the crêpe.	
Like sludge!!!	
Like every other place, the longer you wait to get in here, the longer your going to spend waiting for breakfast.	
It's like a really sexy party in your mouth, where you're outrageously flirting with the hottest person at the party.	1
Patrick holding a pint!	
Never been to Hard Rock Casino before, WILL NEVER EVER STEP FORWARD IN IT AGAIN!	0
Best breakfast buffet!!!	1
say bye bye to your tip lady!	0
I like the feel of that.	
We'll never go again.	0
Will be back again!	1
They should require some kind of dress code or at least collared shirts and slacks.	
Food arrived quickly!	1
There were more items, but I guess they weren't good enough for me to remember the dishes.	
It was not good.	0
On the up side, their cafe serves really good food.	1
We got a table in the kitchen and were treated well.	
We all agree we would have preferred that.	
Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!	1
The only good thing was our waiter, he was very helpful and kept the bloddy mary's coming.	1
Best Buffet in town, for the price you cannot beat it.	1
We were finally on our way to bad food ground zero!	
Tempe seems to be the edge of our "travel for food and drink zone".	
When they come back, you will continue to have a job.	
We shared a Salami Panino (Panini is plural before you criticize....) & also a bowl of the lentil soup.	
I LOVED their mussels cooked in this wine reduction, the duck was tender, and their potato dishes were delicious.	1
Definitely not romantic or intimate.	
Oh well you don't know until you try right?	
This is one of the better buffets that I have been to.	1
So we went to Tigerlilly and had a fantastic afternoon!	1
The food was delicious, our bartender was attentive and personable AND we got a great deal!	1
We got our order quickly and had ordered the medium fat burger.	
The ambience is wonderful and there is music playing.	1
Will go back next trip out.	1
Sooooo good!!	1
BBQ bacon cheese burger and chicken wings are excellent.	
i was dying of dehydration!	
That was a vanilla shake right?	
The rolls weren't great but weren't bad.	
Well, here were are two hours later.	
REAL sushi lovers, let's be honest - Yama is not that good.	0
It is served as a big chunk rather than thinly sliced.	
At least 40min passed in between us ordering and the food arriving, and it wasn't that busy.	0
And finally after he ducks in the back again he came back with the check.	
This is a really fantastic Thai restaurant which is definitely worth a visit.	1
He sat there while you took out your crappy life on him.	
Too bad the security is lame because they don't let anyone 6" and over ride it.	
Nice, spicy and tender.	1
PAD THAI: Tiny little noodles and it makes your neighborhood Thai place embarrassed to use ketchup!	
No thanks on trying the food here if that's the case.	
What I did not realize was that this only covers water.	
Good prices.	1
I'm sorry but if you claim to be such a great coffee shop you should know what the heck you're doing and so should your employees.	
If not for the decor, do it for the food.	
Check it out.	1
He explained that they've been very busy and therefore had run out of lots of things.	
You can play shuffle board, ping pong, corn hole, and/or chat.	
I was in town visiting a friend and he said this was a good local bar where we could have a couple beer and play a game of poker.	
Lastly, be prepared to wait after dinner to take the elevator back down if it's past 11pm as patrons are being shuttled up to the club.	
It was pretty gross!	0
hot peppers and basil.	
HMMM.....just like that relationship, Nine Fine Irishmen left me...totally dissatisfied.	
Our salad was good, and the clam chowder was average.	
I've had better atmosphere.	0
Kind of hard to mess up a steak but they did.	0
On the plus side, the wait was much much shorter.	
No comparison.	
I'm sure I would have given them a better score had it not been for the slowness of the waiter checking on us.	
We kept watching food for the table behind us whiz past while we could only stare longingly at it.	
I do understand that is just what they do but weird.	
The country toast was mouth watering.	
We had to ask a waiter to pass on the message to our waitress.	
The baked ziti, was just that, with lots of gooey mozzarella cheese and ricotta.	
Service is slow, food isn't "normal" OG quality.	
For desert, my husband and I had 1 slice of their Very Red Velvet Cake.	
The decor is just kitchy enough to add to the authenticity without being corny.	
Way too sweet... But that seems to be the recurring theme: every single thing on the menu it seems has a sweet flavor.	
Apparently it is rocket science to address this.	
Although I very much liked the look and sound of this place, the actual experience was a bit disappointing.	0
You have to flag someone down if you want a to go box, extras, a napkin, anything.	
I just don't know how this place managed to served the blandest food I have ever eaten when they are preparing Indian cuisine.	0
Worst service to boot, but that is the least of their worries.	0
bottom line.	
Service was fine and the waitress was friendly.	1
They serve the chicken pulled apart , which I wasn't crazy about.	
The guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten.	1
We thought you'd have to venture further away to get good sushi, but this place really hit the spot that night.	1
We had the Omikase -- $100 per person -- so it's a bit steep but we thought the quality was way worth it.	
Host staff were, for lack of a better word, BITCHES!	0
Thought I'd give them a chance to redeem themselves with a canoli for dessert.	
Which still blows my mind how that can do that because it's all laid down step by step how to make some thing.	
We had a great server however the food was not good and we wont be back.	
Bland... Not a liking this place for a number of reasons and I don't want to waste time on bad reviewing.. I'll leave it at that...	0
Garlic fail number 2.	
The pizza looked good, the appetizer did not.	
So breakdown: 3 stars = Service from the girls 1 star = Food -2 stars = the cooks not getting the order right, and being pushy for us to leave.	
Fish tacos cames with a tiny cup of salsa.	
The salt and pepper fried shrimp was small and over-fried.	
dirty floors and counters and the pop machine was leaking all over the place.	
Phenomenal food, service and ambiance.	1
I wouldn't return.	0
Definitely worth venturing off the strip for the pork belly, will return next time I'm in Vegas.	1
We also bought the homemade english muffins that are huge!	
This place is way too overpriced for mediocre food.	0
Hence my amazement at the tiramisu.	
Penne vodka excellent!	1
They have a good selection of food including a massive meatloaf sandwich, a crispy chicken wrap, a delish tuna melt and some tasty burgers.	1
The management is rude.	0
I had dinner with some co-workers here last week.	
Now do something about it."	
Delicious NYC bagels, good selections of cream cheese, real Lox with capers even.	1
V and I ordered cappuccino (Cartel was out of V's favorite chai), while my cuzzo ordered an 8 oz.	
Great Subway, in fact it's so good when you come here every other Subway will not meet your expectations.	1
We were on dessert by the time water arrived.	
I have never had anything like it.	
Definitely not a deal that I could pass up.	
I had the Caesar salad that came with my fiance's salmon entree and the appetizer of rolled steak filled with asparagus and cheese.	
I had a seriously solid breakfast here.	1
HOW THIS LOCATION SAVED MY WAISTLINE!	
WHATS WITH THE CONSTANT ........... Raising the menu prices ?????	
It wasn't fun, but it sure was funny.	
This is one of the best bars with food in Vegas.	1
He was extremely rude and really, there are so many other restaurants I would love to dine at during a weekend in Vegas.	0
One think I really liked about this place was the fact we had such good service, and a nice place to sit down and talk at.	
There's not much else to say.	
Service once seated took a little while as well.	
My drink was never empty and he made some really great menu suggestions.	1
Most of it was delicious... they really like pork and salt and sauce.	
I tasted the Black Cod and although it was very flavorful, I thought the Yuzu Miso overpowered the flavor of the cod.	
Don't do it!!!!	0
I had the Cuban pork and it was delicious along with the lemonade and my friend has the Italian sausage which he stated that was good.	
Most of the rest seems overly heavy.	
The waiter wasn't helpful or friendly and rarely checked on us.	0
There were loads of diced tomatoes and onion in there as well.	
Our food was served within five minutes.	
My husband and I ate lunch here and were very disappointed with the food and service.	0
And the red curry had so much bamboo shoots and wasn't very tasty to me.	0
We almost bailed then, but we were really hungry and Asian food sounded good.	
Let me first say that i had never before had a bad experience at a Wynn resort.	
Nice blanket of moz over top but i feel like this was done to cover up the subpar food.	1
The restaurant was really crowded and small.	
The bathrooms are clean and the place itself is well decorated.	1
I will recommend you make reservations and come with a healthy appetite!	
The menu is always changing, food quality is going down & service is extremely slow.	0
The service was a little slow , considering that were served by 3 people servers so the food was coming in a slow pace.	0
I had heard that Bonsai was one of the better choices in town and after passing on Broughton Street, thought i'd give it a go.	
Usually we don't order the 'Dinner for ___' at Asian restaurants, but this one is not to be overlooked!	
The calamari looked like scrawny chicken strips and tasted like a flavorless, rubbery, unknown protein dipped in batter.	
I give it 2 thumbs down	0
Our waitress then asked our party if everyone's steak was cooked to their liking but she said it in a tone, a tone like "UGH F%^&, ANYONE ELSE??"	
Antelope: almost too gamey for my liking, but quite good.	
We watched our waiter pay a lot more attention to other tables and ignore us.	0
My fiancé and I came in the middle of the day and we were greeted and seated right away.	1
), Baked Scallop Shell (Not bad at all, oily of course as they usually are, but apparently not as oily as the Dynamite, but it was tasty.	
I definitely recommend this breakfast spot, but be prepared to wait awhile.... it is popular for a reason!	
If you're looking to start your night off with drinks before hitting the town id recommend.	
Mmm tequila.	
It was exactly that.	
Wife and I had hors d'oeuvres at the bar.	
The owner is nice and, though a little hard to understand, will talk to you as he prepares you food.	
This is a great restaurant at the Mandalay Bay.	1
Cosmo...weren't you supposed to be different and awe-inspiring?	
We waited for forty five minutes in vain.	0
I had the Chicken Chimichanga.	
Crostini that came with the salad was stale.	0
Some highlights : Great quality nigiri here!	1
I looked past that.	
All in all, between the depressing front counter and the lackluster food, you won't find me going back to this place.	
My fiancé and I were starving.	
The new menu still does The waitresses are not carrying 67 guns, (Too expensive) not.	
... So strange... Even still though, the pad Thai tasted way better than my red curry.	
And if you want to know why I'm raving it's because yes they are slow and I'm going to be bummed if they close.	
the staff is friendly and the joint is always clean.	1
this was a different cut than the piece the other day but still wonderful and tender s well as well flavored.	1
I ordered the Voodoo pasta and it was the first time I'd had really excellent pasta since going gluten free several years ago.	1
Granted we ordered a number of different items - for variety and sufficiency - we figured our dinner bill would be a little pricey.	
My bf always gets the miso broth.	
The waitresses came around, who were pretty nice, and asked for our drinks.	
Okay, folks, I'm a condiment lover.	
We went for hookah and a light meal with low expectations.	
this place is good.	1
The wings were pretty hot for medium, way hotter than the menu let on.	
Hint: If you need to sit on the floor to rest while you're waiting in line for a buffet, you shouldn't be waiting in line for a buffet.	
Unfortunately, we must have hit the bakery on leftover day because everything we ordered was STALE.	0
It is Very disappointing that this establishment would turn down customers.	
I had the chicken bryan and it was delish as were the garlic mashed potatoes that had the ice cream scoop shape.	
Unfortunately when she received her bill, they charged her $1 for each slice of avocados and she didn't realize it until she received her bill.	
I came back today since they relocated and still not impressed.	0
There was definitely a perceptible difference in service to people of the brown leaning as compared to the paler people.	
We had one waiter and it seemed that he had no help for 12 people.	
I was seated immediately.	1
Their menu is diverse, and reasonably priced.	1
For dessert, I had their profiteroles and this was a much better representation of a classic French dish.	
Sitting on the street side patio offers great people watching opportunities.	
$9 for potstickers seems a bit much.	
I had to do a three-point turn just to pull out of the angled spot!	
Way too small for a place like this, with only about five seats.	
Yep that is the ticket.	
not milk with chocolate syrup:) even though i like it too.	
Food was ok nothing to brag about.	
I do not however go to restaurants solely to be treated nicely but instead I go for the food.	
She asks us if we want the burgers remade.	
I get the number ten, eye of round and brisket pho, if you like your eye of round rare just ask they can bring it out on the side.	
Avoid at all cost!	0
I was at Little Budda at Palms and also Sushi Roku at Caesar's and those places were 100xs better than Japonais.	
He's comfortable, that much is true, because I know him well.	
Pink Lotus is closed for business.	
Restaurant is always full but never a wait.	1
When the check arrived, I was shocked to see the Manager had CHARGED us for both sets of dumplings - the ones we ordered and the ones we had not.	
Nope, sorry, out of crab mac and cheese.	
DELICIOUS!!	1
This place is hands-down one of the best places to eat in the Phoenix metro area.	1
So don't go there if you are looking for good food...	0
My girlfriend said she would prefer a place with more of an "atmosphere."	
As a third generation hillbilly once removed, I am always on the look out for good biscuits and gravy.	
We waited for about an hour and a half for our tables, which was understandable because they were busy and there was a lot of us.	
When I asked how the person that just came got a table, he just repeated that he was very busy.	
Just wish it wasn't in Henderson.	
I've never been treated so bad.	0
Did I just visit on an off day or did the all-you-can eat menu change the way these previously delicious dishes were prepared?	
Bacon is hella salty.	1
Despite the above I am not a complainer as I look forward to time out with my friends, good food and service.	
We also ordered the spinach and avocado salad; the ingredients were sad and the dressing literally had zero taste.	0
It all got sorted out but shouldn't have happened in the first place.	
I concurred, but I figured I could just chase the bites down with sips of my delicious cappuccino.	
*FRIED PICKLES* I've loved everything i've had so far...just wish the food came out faster :)	
Where do I start?	
They were closer in texture to spaghetti.	
Requirement 2 - relishes PASS - Tornado serves proper relishes (carrots, celery, olives, onions, radishes, etc) threaded on skewers in an iced glass.	
This really is how Vegas fine dining used to be, right down to the menus handed to the ladies that have no prices listed.	1
When they finally did bring out the food, they had dropped my meal so I had to wait another 15 minutes before I could eat.	
The waitresses are very friendly.	1
Hungry barefooted girls in line and drunk guys talking to themselves.	
Lordy, the Khao Soi is a dish that is not to be missed for curry lovers!	1
About 5 minutes later someone else brought us our entrees.	
the meat wasn't bad, but it should have had a little more flavor to it.	
Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter.	1
Naan: A little bit too much cilantro, but pretty damn tasty regardless, like Naan should always be.	
Perhaps I caught them on an off night judging by the other reviews, but I'm not inspired to go back.	0
I wasn't disappointed.	
So we rushed through our food and got outta there since they did not want us to linger.	
Seasoning of the gravy was pretty good, the description said there was garlic, did not taste a bit of garlic.	
We sat in the dining room and looked over the menu.	
The service here leaves a lot to be desired.	0
Wish we hadn't.	
I'm a fan of Hubert from TV.	
I'm not too big of a fan of Crabs.	
Where's the dark rum?	
If you're staying at Caesars Palace, it's always open and even during slow times, the Cafe still gets moderate traffic.	
Here's the deal.	
I should have gotten a slice of pizza because the wait was killing me.	
Overall I'd say they are right between "Meh" and "Good".	
Went here based off yelp reviews and it was delicious!	
When we asked the food runner about it, he said everything was "family style".	
If I'm with someone, we will usually also get the gyoza, which are good but nothing special.	
It was still delicious and this time I had sampled the banana and pumpkin bread.	
This is the first and definitely the last time I will visit this buffet.	
In the sitting area they have a huge loveseat that is broke down needs to be taken to the dump with it's caved in seating and filthy cloth.	
The atmosphere is modern and hip, while maintaining a touch of coziness.	1
Not a weekly haunt, but definitely a place to come back to every once in a while.	1
We literally sat there for 20 minutes with no one asking to take our order.	0
He didn't think the meat (what little there was) was very good either.	
The burger had absolutely no flavor - the meat itself was totally bland, the burger was overcooked and there was no charcoal flavor.	0
Expect the price here to be a buck or two more than the truck is on the regular.	
I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack.	0
It's not hard to get this wrong.	
We also ordered sides of mushrooms, mashed potatoes, and sauteed brocolli.	
*MOUTH DROOLS* The lady up front is very nice too and I liked that they had tables outside!	
This could possibly make you skip back to my car after having one or two or three!	
He really is a great people-person.	
For dinner they include two different sashimi orders on their All You Can Eat menu.	
All that said 3 of us was $ 130.00 of utter slop.	
The staff was extremely slow and didn't think about the next step at any time.	
Is it part of the French attitude?	
Discuss.....	
The server greeted us at our table with a fresh house made bread selection of onion, olive bread and rustic chibatta loaf.	
I dressed up to be treated so rudely!	0
It was probably dirt.	0
We had rush though our meal, when we finally got it.	
But this drink... Oh man.	
I do not think that the management ever eats there, or else they would have to know that they are sub par!	
He said the burger was huge....It wasn't, he also said the fries were awesome!	
Then we walked inside... Flies!	
Love this place, hits the spot when I want something healthy but not lacking in quantity or flavor.	1
I ordered the Lemon raspberry ice cocktail which was also incredible.	1
If you're considering going to Masto's, that means you're likely considering other high-end restaurants like Prime, Cut, Craftsteak etc.	
The food sucked, which we expected but it sucked more than we could have imagined.	0
Interesting decor.	1
So, there were 4 of us and we decided to get 2 dishes and split it.	
What I really like there is the crepe station.	1
i had the gnocchi and my husband had the scallops.	
Also were served hot bread and butter, and home made potato chips with bacon bits on top....very original and very good.	1
I used to work nearby, and after a 2 year hiatus, returned for dinner.	
The only major con was that there was only one lady and one little counter.	
But, gee, I must've been the only one who was thinking about the meat inside the folds of those tacos after we left.	
you can watch them preparing the delicious food!)	1
They do need to space out the servings though.	
If a restaurant lets me order it, I can review it as is.	
At a $65 price tag for the tasting menu for dinner - it's a steal really!	
I told her we only ordered 2 dishes and that they had made a mistake.	
Pricey lunch but we ordered too much.	
And he took the plate without saying anything.	
Both of the egg rolls were fantastic.	1
When my order arrived, one of the gyros was missing.	0
Buffalo Wings or Wads?	
We asked if there was a Thai chef and were told to order a Thai dish and judge for ourselves (ie "no").	
I had a salad with the wings, and some ice cream for dessert and left feeling quite satisfied.	1
I'm not really sure how Joey's was voted best hot dog in the Valley by readers of Phoenix Magazine.	0
oh oh oh It's worth a go-oh!	
The food: We went around 6:00 on a Friday and they were out of chicken and ribs.	
The Server again spoke with the Manager about our decision to leave.	
The first time, I politely told one lady I was already in line before her; she apologized.	
The best place to go for a tasty bowl of Pho!	1
Every table to our right, (bar was to our left) had spotlights above their tables so they could see what they were eating.	
Bonus points for the old-timey neon out front.	
The live music on Fridays totally blows.	0
However, I did hope that they would have some creative toppings and sauce choices such as maybe a blue cheese crumbles or sauce.	
I've never been more insulted or felt disrespected.	0
1 time what we ordered and what we got were not even close.	
Very friendly staff.	1
I came here for some french fries, a few Snack Wraps (grilled and fried Ranch and Honey Mustard, thank you) and for a fucking Mocha Iced Coffee.	
Chelsea's emailed me after my first review and asked for additional feedback.	
It is worth the drive.	1
I had heard good things about this place, but it exceeding every hope I could have dreamed of.	1
Food was great and so was the serivce!	1
We all ordered our pies a la mode.	
The warm beer didn't help.	0
Great brunch spot.	1
Service is friendly and inviting.	1
Very good lunch spot.	1
My husband ordered the trout (not something that he would usually order but wanted something different), with mashed potatoes and vegetables.	
I've lived here since 1979 and this was the first (and last) time I've stepped foot into this place.	0
That was fine by us.	
The WORST EXPERIENCE EVER.	0
BUT if you keep your eyes out, there's often deals for locals.	
I didn't mention this before, but it was not busy in there at all!	
